Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
101715,B11BB,9/18/2010,12:00 AM,TBS(V),2604,Ars-Strauss,2800,Hotspur-Neeson
101716,B11BB,9/18/2010,12:00 AM,F1,2717,RYSA-Elgin,3038,Rfld-Bashelvaci
101717,B11BB,9/25/2010,12:00 AM,F1,2549,MW-Mullan,2604,Ars-Strauss
101718,B11BB,9/25/2010,12:00 AM,F1,2800,Hotspur-Neeson,2717,RYSA-Elgin
101719,B11BB,9/25/2010,12:00 AM,F1,3078,Ruth-Snapp,3038,Rfld-Bashelvaci
101720,B11BB,10/2/2010,12:00 AM,F1,2800,Hotspur-Neeson,2549,MW-Mullan
101721,B11BB,10/2/2010,12:00 AM,F1,3038,Rfld-Bashelvaci,2604,Ars-Strauss
101722,B11BB,10/2/2010,12:00 AM,F1,2717,RYSA-Elgin,3078,Ruth-Snapp
101723,B11BB,10/16/2010,12:00 AM,F1,2717,RYSA-Elgin,2549,MW-Mullan
101724,B11BB,10/16/2010,12:00 AM,F1,3038,Rfld-Bashelvaci,2800,Hotspur-Neeson
101725,B11BB,10/16/2010,12:00 AM,F1,2604,Ars-Strauss,3078,Ruth-Snapp
101726,B11BB,10/23/2010,12:00 AM,F1,3038,Rfld-Bashelvaci,2549,MW-Mullan
101727,B11BB,10/23/2010,12:00 AM,F1,2717,RYSA-Elgin,2604,Ars-Strauss
101728,B11BB,10/23/2010,12:00 AM,F1,2800,Hotspur-Neeson,3078,Ruth-Snapp
101729,B11BB,10/30/2010,12:00 AM,F1,2800,Hotspur-Neeson,2604,Ars-Strauss
101730,B11BB,10/30/2010,12:00 AM,F1,3038,Rfld-Bashelvaci,2717,RYSA-Elgin
101731,B11BB,10/30/2010,12:00 AM,F1,2549,MW-Mullan,3078,Ruth-Snapp
101732,B11BB,11/6/2010,12:00 AM,F1,2604,Ars-Strauss,2549,MW-Mullan
101733,B11BB,11/6/2010,12:00 AM,F1,2717,RYSA-Elgin,2800,Hotspur-Neeson
101734,B11BB,11/6/2010,12:00 AM,TBS(H),3038,Rfld-Bashelvaci,3078,Ruth-Snapp
101735,B11BB,11/13/2010,12:00 AM,F1,3078,Ruth-Snapp,2717,RYSA-Elgin
101736,B11BB,11/13/2010,12:00 AM,F1,2549,MW-Mullan,2800,Hotspur-Neeson
101737,B11BB,11/13/2010,12:00 AM,F1,2604,Ars-Strauss,3038,Rfld-Bashelvaci
101738,B11BB,11/20/2010,12:00 AM,F1,3078,Ruth-Snapp,2604,Ars-Strauss
101739,B11BB,11/20/2010,12:00 AM,F1,2549,MW-Mullan,2717,RYSA-Elgin
101740,B11BB,11/20/2010,12:00 AM,F1,2800,Hotspur-Neeson,3038,Rfld-Bashelvaci
101741,B11BW,9/11/2010,12:00 AM,TBS(B),2961,GRock-Zolper,2705,Clark-Wright
101742,B11BW,9/11/2010,12:00 AM,F1,2687,Ten-Berenbaum,3022,Nutley-Roselli
101743,B11BW,9/11/2010,12:00 AM,F1,2531,NR-Konicoff,3147,Hob-Lefeber
101744,B11BW,9/18/2010,12:00 AM,TBS(V),2687,Ten-Berenbaum,2531,NR-Konicoff
101745,B11BW,9/18/2010,12:00 AM,F1,2961,GRock-Zolper,3022,Nutley-Roselli
101746,B11BW,9/18/2010,12:00 AM,F1,2705,Clark-Wright,3147,Hob-Lefeber
101747,B11BW,9/25/2010,12:00 AM,F1,3022,Nutley-Roselli,2705,Clark-Wright
101748,B11BW,9/25/2010,12:00 AM,F1,2531,NR-Konicoff,2961,GRock-Zolper
101749,B11BW,9/25/2010,12:00 AM,F1,2687,Ten-Berenbaum,3147,Hob-Lefeber
101750,B11BW,10/2/2010,12:00 AM,F1,3022,Nutley-Roselli,2531,NR-Konicoff
101751,B11BW,10/2/2010,12:00 AM,F1,2705,Clark-Wright,2687,Ten-Berenbaum
101752,B11BW,10/2/2010,12:00 AM,F1,3147,Hob-Lefeber,2961,GRock-Zolper
101753,B11BW,10/16/2010,12:00 AM,F1,2705,Clark-Wright,2531,NR-Konicoff
101754,B11BW,10/16/2010,12:00 AM,F1,2961,GRock-Zolper,2687,Ten-Berenbaum
101755,B11BW,10/16/2010,12:00 AM,F1,3147,Hob-Lefeber,3022,Nutley-Roselli
101756,B11BW,10/23/2010,12:00 AM,F1,3147,Hob-Lefeber,2531,NR-Konicoff
101757,B11BW,10/23/2010,12:00 AM,F1,3022,Nutley-Roselli,2687,Ten-Berenbaum
101758,B11BW,10/23/2010,12:00 AM,F1,2705,Clark-Wright,2961,GRock-Zolper
101759,B11BW,10/30/2010,12:00 AM,F1,2531,NR-Konicoff,2687,Ten-Berenbaum
101760,B11BW,10/30/2010,12:00 AM,F1,3147,Hob-Lefeber,2705,Clark-Wright
101761,B11BW,10/30/2010,12:00 AM,F1,3022,Nutley-Roselli,2961,GRock-Zolper
101762,B11BW,11/6/2010,12:00 AM,F1,2961,GRock-Zolper,2531,NR-Konicoff
101763,B11BW,11/6/2010,12:00 AM,F1,3147,Hob-Lefeber,2687,Ten-Berenbaum
101764,B11BW,11/6/2010,12:00 AM,F1,2705,Clark-Wright,3022,Nutley-Roselli
101765,B11BW,11/13/2010,12:00 AM,F1,2687,Ten-Berenbaum,2705,Clark-Wright
101766,B11BW,11/13/2010,12:00 AM,F1,2531,NR-Konicoff,3022,Nutley-Roselli
101767,B11BW,11/13/2010,12:00 AM,F1,2961,GRock-Zolper,3147,Hob-Lefeber
101768,B11BW,11/20/2010,12:00 AM,F1,2531,NR-Konicoff,2705,Clark-Wright
101769,B11BW,11/20/2010,12:00 AM,F1,2687,Ten-Berenbaum,2961,GRock-Zolper
101770,B11BW,11/20/2010,12:00 AM,F1,3022,Nutley-Roselli,3147,Hob-Lefeber
101771,B11CB,9/11/2010,12:00 AM,F1,2766,WClass-Godel,2547,Wald-Bennett
101772,B11CB,9/11/2010,12:00 AM,F1,2876,Amer-Perez,3001,Mont-Gibbons
101773,B11CB,9/11/2010,12:00 AM,F1,2492,RfldPk-Jerez,3006,Drag-Liddy
101774,B11CB,9/11/2010,12:00 AM,F1,2910,RV-Galvis,3016,Aviators-Fakh
101775,B11CB,9/18/2010,12:00 AM,F1,2547,Wald-Bennett,2492,RfldPk-Jerez
101776,B11CB,9/18/2010,12:00 AM,F1,3006,Drag-Liddy,2766,WClass-Godel
101777,B11CB,9/18/2010,12:00 AM,F1,3016,Aviators-Fakh,2876,Amer-Perez
101778,B11CB,9/18/2010,12:00 AM,TBS(B),2910,RV-Galvis,3001,Mont-Gibbons
101779,B11CB,9/25/2010,12:00 AM,F1,2492,RfldPk-Jerez,2766,WClass-Godel
101780,B11CB,9/25/2010,12:00 AM,F1,2876,Amer-Perez,2910,RV-Galvis
101781,B11CB,9/25/2010,12:00 AM,F1,2547,Wald-Bennett,3006,Drag-Liddy
101782,B11CB,9/25/2010,12:00 AM,F1,3001,Mont-Gibbons,3016,Aviators-Fakh
101783,B11CB,10/2/2010,12:00 AM,F1,2910,RV-Galvis,2492,RfldPk-Jerez
101784,B11CB,10/2/2010,12:00 AM,F1,2876,Amer-Perez,2766,WClass-Godel
101785,B11CB,10/2/2010,12:00 AM,F1,2547,Wald-Bennett,3001,Mont-Gibbons
101786,B11CB,10/2/2010,12:00 AM,F1,3006,Drag-Liddy,3016,Aviators-Fakh
101787,B11CB,10/16/2010,12:00 AM,F1,2876,Amer-Perez,2547,Wald-Bennett
101788,B11CB,10/16/2010,12:00 AM,F1,2766,WClass-Godel,3001,Mont-Gibbons
101789,B11CB,10/16/2010,12:00 AM,F1,2910,RV-Galvis,3006,Drag-Liddy
101790,B11CB,10/16/2010,12:00 AM,F1,2492,RfldPk-Jerez,3016,Aviators-Fakh
101791,B11CB,10/23/2010,12:00 AM,F1,3001,Mont-Gibbons,2492,RfldPk-Jerez
101792,B11CB,10/23/2010,12:00 AM,F1,3016,Aviators-Fakh,2547,Wald-Bennett
101793,B11CB,10/23/2010,12:00 AM,F1,3006,Drag-Liddy,2876,Amer-Perez
101794,B11CB,10/23/2010,12:00 AM,F1,2766,WClass-Godel,2910,RV-Galvis
101795,B11CB,10/30/2010,12:00 AM,F1,3016,Aviators-Fakh,2766,WClass-Godel
101796,B11CB,10/30/2010,12:00 AM,F1,2492,RfldPk-Jerez,2876,Amer-Perez
101797,B11CB,10/30/2010,12:00 AM,F1,2547,Wald-Bennett,2910,RV-Galvis
101798,B11CB,10/30/2010,12:00 AM,F1,3001,Mont-Gibbons,3006,Drag-Liddy
101799,B11CB,11/6/2010,12:00 AM,F1,3006,Drag-Liddy,2492,RfldPk-Jerez
101800,B11CB,11/6/2010,12:00 AM,F1,2547,Wald-Bennett,2766,WClass-Godel
101801,B11CB,11/6/2010,12:00 AM,TBS(B),3001,Mont-Gibbons,2876,Amer-Perez
101802,B11CB,11/6/2010,12:00 AM,F1,3016,Aviators-Fakh,2910,RV-Galvis
101803,B11CB,11/13/2010,12:00 AM,F1,2492,RfldPk-Jerez,2547,Wald-Bennett
101804,B11CB,11/13/2010,12:00 AM,F1,3001,Mont-Gibbons,2910,RV-Galvis
101805,B11CB,11/13/2010,12:00 AM,F1,2766,WClass-Godel,3006,Drag-Liddy
101806,B11CB,11/13/2010,12:00 AM,F1,2876,Amer-Perez,3016,Aviators-Fakh
101807,B11CB,11/20/2010,12:00 AM,F1,2766,WClass-Godel,2492,RfldPk-Jerez
101808,B11CB,11/20/2010,12:00 AM,F1,3006,Drag-Liddy,2547,Wald-Bennett
101809,B11CB,11/20/2010,12:00 AM,F1,2910,RV-Galvis,2876,Amer-Perez
101810,B11CB,11/20/2010,12:00 AM,F1,3016,Aviators-Fakh,3001,Mont-Gibbons
101811,B11CW,9/11/2010,12:00 AM,F1,2572,Torp-Clapp,2495,NCald-Agesen
101812,B11CW,9/11/2010,12:00 AM,F1,2651,WayneSC-Car,2681,FLAS-Bulic
101813,B11CW,9/11/2010,12:00 AM,F1,2894,CougSC-Clarke,2718,RYSA-Bucci
101814,B11CW,9/11/2010,12:00 AM,F1,2521,RDell-Moran,3079,Lodi-Barrera
101815,B11CW,9/18/2010,12:00 AM,F1,2718,RYSA-Bucci,2572,Torp-Clapp
101816,B11CW,9/18/2010,12:00 AM,F1,3079,Lodi-Barrera,2651,WayneSC-Car
101817,B11CW,9/18/2010,12:00 AM,TBS(B),2521,RDell-Moran,2681,FLAS-Bulic
101818,B11CW,9/18/2010,12:00 AM,TBS(V),2495,NCald-Agesen,2894,CougSC-Clarke
101819,B11CW,9/25/2010,12:00 AM,F1,2718,RYSA-Bucci,2495,NCald-Agesen
101820,B11CW,9/25/2010,12:00 AM,F1,2651,WayneSC-Car,2521,RDell-Moran
101821,B11CW,9/25/2010,12:00 AM,F1,2572,Torp-Clapp,2894,CougSC-Clarke
101822,B11CW,9/25/2010,12:00 AM,F1,2681,FLAS-Bulic,3079,Lodi-Barrera
101823,B11CW,10/2/2010,12:00 AM,F1,2521,RDell-Moran,2572,Torp-Clapp
101824,B11CW,10/2/2010,12:00 AM,F1,2718,RYSA-Bucci,2681,FLAS-Bulic
101825,B11CW,10/2/2010,12:00 AM,F1,2651,WayneSC-Car,2894,CougSC-Clarke
101826,B11CW,10/2/2010,12:00 AM,F1,2495,NCald-Agesen,3079,Lodi-Barrera
101827,B11CW,10/16/2010,12:00 AM,F1,2521,RDell-Moran,2495,NCald-Agesen
101828,B11CW,10/16/2010,12:00 AM,F1,2894,CougSC-Clarke,2681,FLAS-Bulic
101829,B11CW,10/16/2010,12:00 AM,F1,2651,WayneSC-Car,2718,RYSA-Bucci
101830,B11CW,10/16/2010,12:00 AM,F1,2572,Torp-Clapp,3079,Lodi-Barrera
101831,B11CW,10/23/2010,12:00 AM,F1,2894,CougSC-Clarke,2521,RDell-Moran
101832,B11CW,10/23/2010,12:00 AM,F1,2681,FLAS-Bulic,2572,Torp-Clapp
101833,B11CW,10/23/2010,12:00 AM,F1,2495,NCald-Agesen,2651,WayneSC-Car
101834,B11CW,10/23/2010,12:00 AM,F1,3079,Lodi-Barrera,2718,RYSA-Bucci
101835,B11CW,10/30/2010,12:00 AM,F1,2681,FLAS-Bulic,2495,NCald-Agesen
101836,B11CW,10/30/2010,12:00 AM,F1,2718,RYSA-Bucci,2521,RDell-Moran
101837,B11CW,10/30/2010,12:00 AM,F1,2572,Torp-Clapp,2651,WayneSC-Car
101838,B11CW,10/30/2010,12:00 AM,F1,3079,Lodi-Barrera,2894,CougSC-Clarke
101839,B11CW,11/6/2010,12:00 AM,F1,3079,Lodi-Barrera,2521,RDell-Moran
101840,B11CW,11/6/2010,12:00 AM,TBS(H),2495,NCald-Agesen,2572,Torp-Clapp
101841,B11CW,11/6/2010,12:00 AM,F1,2681,FLAS-Bulic,2651,WayneSC-Car
101842,B11CW,11/6/2010,12:00 AM,F1,2718,RYSA-Bucci,2894,CougSC-Clarke
101843,B11CW,11/13/2010,12:00 AM,F1,2894,CougSC-Clarke,2495,NCald-Agesen
101844,B11CW,11/13/2010,12:00 AM,F1,2681,FLAS-Bulic,2521,RDell-Moran
101845,B11CW,11/13/2010,12:00 AM,F1,2572,Torp-Clapp,2718,RYSA-Bucci
101846,B11CW,11/13/2010,12:00 AM,F1,2651,WayneSC-Car,3079,Lodi-Barrera
101847,B11CW,11/20/2010,12:00 AM,F1,2894,CougSC-Clarke,2572,Torp-Clapp
101848,B11CW,11/20/2010,12:00 AM,F1,2521,RDell-Moran,2651,WayneSC-Car
101849,B11CW,11/20/2010,12:00 AM,F1,3079,Lodi-Barrera,2681,FLAS-Bulic
101850,B11CW,11/20/2010,12:00 AM,F1,2495,NCald-Agesen,2718,RYSA-Bucci
101851,B11D,9/11/2010,12:00 AM,TBS(H),3123,NoVal-McGee,2605,Ars-Montopoli
101852,B11D,9/11/2010,12:00 AM,F1,2840,Mar-Kotrokis,2686,Ten-Azulay
101853,B11D,9/11/2010,12:00 AM,F1,3033,WRidge-Seiga,2801,Hotspur-Klein
101854,B11D,9/11/2010,12:00 AM,F1,2841,Mar-Puche,2895,CougSC-Bascio
101855,B11D,9/11/2010,12:00 AM,F1,2902,NoArl-DiPopolo,2993,Aviators-Terrer
101856,B11D,9/18/2010,12:00 AM,TBS(B),2605,Ars-Montopoli,2686,Ten-Azulay
101857,B11D,9/18/2010,12:00 AM,F1,3033,WRidge-Seiga,2841,Mar-Puche
101858,B11D,9/18/2010,12:00 AM,F1,2895,CougSC-Bascio,2902,NoArl-DiPopolo
101859,B11D,9/18/2010,12:00 AM,F1,2801,Hotspur-Klein,2993,Aviators-Terrer
101860,B11D,9/18/2010,12:00 AM,F1,2840,Mar-Kotrokis,3123,NoVal-McGee
101861,B11D,9/25/2010,12:00 AM,F1,2841,Mar-Puche,2605,Ars-Montopoli
101862,B11D,9/25/2010,12:00 AM,F1,2895,CougSC-Bascio,2686,Ten-Azulay
101863,B11D,9/25/2010,12:00 AM,F1,2902,NoArl-DiPopolo,2801,Hotspur-Klein
101864,B11D,9/25/2010,12:00 AM,F1,3123,NoVal-McGee,2993,Aviators-Terrer
101865,B11D,9/25/2010,12:00 AM,F1,2840,Mar-Kotrokis,3033,WRidge-Seiga
101866,B11D,10/2/2010,12:00 AM,F1,2605,Ars-Montopoli,2840,Mar-Kotrokis
101867,B11D,10/2/2010,12:00 AM,F1,2993,Aviators-Terrer,2841,Mar-Puche
101868,B11D,10/2/2010,12:00 AM,F1,2801,Hotspur-Klein,2895,CougSC-Bascio
101869,B11D,10/2/2010,12:00 AM,F1,2902,NoArl-DiPopolo,3033,WRidge-Seiga
101870,B11D,10/2/2010,12:00 AM,F1,2686,Ten-Azulay,3123,NoVal-McGee
101871,B11D,10/16/2010,12:00 AM,F1,2902,NoArl-DiPopolo,2605,Ars-Montopoli
101872,B11D,10/16/2010,12:00 AM,F1,2993,Aviators-Terrer,2686,Ten-Azulay
101873,B11D,10/16/2010,12:00 AM,F1,2841,Mar-Puche,2801,Hotspur-Klein
101874,B11D,10/16/2010,12:00 AM,F1,2895,CougSC-Bascio,2840,Mar-Kotrokis
101875,B11D,10/16/2010,12:00 AM,F1,3123,NoVal-McGee,3033,WRidge-Seiga
101876,B11D,10/23/2010,12:00 AM,F1,2605,Ars-Montopoli,2801,Hotspur-Klein
101877,B11D,10/23/2010,12:00 AM,F1,2993,Aviators-Terrer,2840,Mar-Kotrokis
101878,B11D,10/23/2010,12:00 AM,F1,3123,NoVal-McGee,2895,CougSC-Bascio
101879,B11D,10/23/2010,12:00 AM,F1,2841,Mar-Puche,2902,NoArl-DiPopolo
101880,B11D,10/23/2010,12:00 AM,F1,2686,Ten-Azulay,3033,WRidge-Seiga
101881,B11D,10/30/2010,12:00 AM,F1,2993,Aviators-Terrer,2605,Ars-Montopoli
101882,B11D,10/30/2010,12:00 AM,F1,2686,Ten-Azulay,2841,Mar-Puche
101883,B11D,10/30/2010,12:00 AM,F1,3033,WRidge-Seiga,2895,CougSC-Bascio
101884,B11D,10/30/2010,12:00 AM,F1,2840,Mar-Kotrokis,2902,NoArl-DiPopolo
101885,B11D,10/30/2010,12:00 AM,F1,2801,Hotspur-Klein,3123,NoVal-McGee
101886,B11D,11/6/2010,12:00 AM,F1,2801,Hotspur-Klein,2686,Ten-Azulay
101887,B11D,11/6/2010,12:00 AM,TBS(H),2840,Mar-Kotrokis,2841,Mar-Puche
101888,B11D,11/6/2010,12:00 AM,F1,2605,Ars-Montopoli,2895,CougSC-Bascio
101889,B11D,11/6/2010,12:00 AM,F1,3123,NoVal-McGee,2902,NoArl-DiPopolo
101890,B11D,11/6/2010,12:00 AM,F1,3033,WRidge-Seiga,2993,Aviators-Terrer
101891,B11D,11/13/2010,12:00 AM,F1,3033,WRidge-Seiga,2605,Ars-Montopoli
101892,B11D,11/13/2010,12:00 AM,F1,2801,Hotspur-Klein,2840,Mar-Kotrokis
101893,B11D,11/13/2010,12:00 AM,F1,2686,Ten-Azulay,2902,NoArl-DiPopolo
101894,B11D,11/13/2010,12:00 AM,F1,2895,CougSC-Bascio,2993,Aviators-Terrer
101895,B11D,11/13/2010,12:00 AM,F1,2841,Mar-Puche,3123,NoVal-McGee
101896,B11D,11/20/2010,12:00 AM,F1,2686,Ten-Azulay,2840,Mar-Kotrokis
101897,B11D,11/20/2010,12:00 AM,F1,2895,CougSC-Bascio,2841,Mar-Puche
101898,B11D,11/20/2010,12:00 AM,F1,2993,Aviators-Terrer,2902,NoArl-DiPopolo
101899,B11D,11/20/2010,12:00 AM,F1,2801,Hotspur-Klein,3033,WRidge-Seiga
101900,B11D,11/20/2010,12:00 AM,F1,2605,Ars-Montopoli,3123,NoVal-McGee
101901,B12A,9/4/2010,12:00 AM,TBS(L),2657,WBG-Minnocci,2706,Clark-Hodge
101902,B12A,9/4/2010,12:00 AM,TBS(L),3046,Mont-Obaditch,2880,Amer-Haynes
101903,B12A,9/4/2010,12:00 AM,TBS(L),2720,RYSA-Kilday,2951,GRock-Ray
101904,B12A,9/4/2010,12:00 AM,TBS(L),2842,Mar-Edwards,2978,Mah-Rosenblum
101905,B12A,9/4/2010,12:00 AM,TBS(L),2672,Thistle-Munro,3185,DenLi-Mauricio
101906,B12A,9/11/2010,12:00 AM,F1,2880,Amer-Haynes,2657,WBG-Minnocci
101907,B12A,9/11/2010,12:00 AM,F1,2706,Clark-Hodge,2672,Thistle-Munro
101908,B12A,9/11/2010,12:00 AM,F1,2978,Mah-Rosenblum,2720,RYSA-Kilday
101909,B12A,9/11/2010,12:00 AM,F1,2763,WClass-Tambi,2842,Mar-Edwards
101910,B12A,9/11/2010,12:00 AM,TBS(B),2951,GRock-Ray,3046,Mont-Obaditch
101911,B12A,9/18/2010,12:00 AM,TBS(V),3046,Mont-Obaditch,2706,Clark-Hodge
101912,B12A,9/18/2010,12:00 AM,F1,2880,Amer-Haynes,2720,RYSA-Kilday
101913,B12A,9/18/2010,12:00 AM,F1,2978,Mah-Rosenblum,2763,WClass-Tambi
101914,B12A,9/18/2010,12:00 AM,F1,2951,GRock-Ray,2842,Mar-Edwards
101915,B12A,9/18/2010,12:00 AM,F1,2657,WBG-Minnocci,3185,DenLi-Mauricio
101916,B12A,9/25/2010,12:00 AM,F1,2720,RYSA-Kilday,2842,Mar-Edwards
101917,B12A,9/25/2010,12:00 AM,F1,2672,Thistle-Munro,2880,Amer-Haynes
101918,B12A,9/25/2010,12:00 AM,TBS(V),2657,WBG-Minnocci,2951,GRock-Ray
101919,B12A,9/25/2010,12:00 AM,F1,3046,Mont-Obaditch,2978,Mah-Rosenblum
101920,B12A,9/25/2010,12:00 AM,F1,2763,WClass-Tambi,3185,DenLi-Mauricio
101921,B12A,10/2/2010,12:00 AM,F1,2706,Clark-Hodge,2720,RYSA-Kilday
101922,B12A,10/2/2010,12:00 AM,F1,2672,Thistle-Munro,2763,WClass-Tambi
101923,B12A,10/2/2010,12:00 AM,TBS(H),2842,Mar-Edwards,2880,Amer-Haynes
101924,B12A,10/2/2010,12:00 AM,F1,2978,Mah-Rosenblum,2951,GRock-Ray
101925,B12A,10/2/2010,12:00 AM,F1,3185,DenLi-Mauricio,3046,Mont-Obaditch
101926,B12A,10/16/2010,12:00 AM,F1,2672,Thistle-Munro,2657,WBG-Minnocci
101927,B12A,10/16/2010,12:00 AM,F1,2842,Mar-Edwards,2706,Clark-Hodge
101928,B12A,10/16/2010,12:00 AM,F1,2763,WClass-Tambi,2951,GRock-Ray
101929,B12A,10/16/2010,12:00 AM,F1,2880,Amer-Haynes,2978,Mah-Rosenblum
101930,B12A,10/16/2010,12:00 AM,F1,2720,RYSA-Kilday,3185,DenLi-Mauricio
101931,B12A,10/23/2010,12:00 AM,F1,2978,Mah-Rosenblum,2657,WBG-Minnocci
101932,B12A,10/23/2010,12:00 AM,F1,2951,GRock-Ray,2672,Thistle-Munro
101933,B12A,10/23/2010,12:00 AM,F1,3185,DenLi-Mauricio,2706,Clark-Hodge
101934,B12A,10/23/2010,12:00 AM,F1,2720,RYSA-Kilday,2763,WClass-Tambi
101935,B12A,10/23/2010,12:00 AM,F1,2842,Mar-Edwards,3046,Mont-Obaditch
101936,B12A,10/30/2010,12:00 AM,F1,2978,Mah-Rosenblum,2672,Thistle-Munro
101937,B12A,10/30/2010,12:00 AM,F1,2763,WClass-Tambi,2706,Clark-Hodge
101938,B12A,10/30/2010,12:00 AM,F1,2657,WBG-Minnocci,2842,Mar-Edwards
101939,B12A,10/30/2010,12:00 AM,F1,3185,DenLi-Mauricio,2880,Amer-Haynes
101940,B12A,10/30/2010,12:00 AM,F1,2720,RYSA-Kilday,3046,Mont-Obaditch
101941,B12A,11/6/2010,12:00 AM,F1,3046,Mont-Obaditch,2672,Thistle-Munro
101942,B12A,11/6/2010,12:00 AM,F1,2657,WBG-Minnocci,2763,WClass-Tambi
101943,B12A,11/6/2010,12:00 AM,F1,3185,DenLi-Mauricio,2842,Mar-Edwards
101944,B12A,11/6/2010,12:00 AM,F1,2880,Amer-Haynes,2951,GRock-Ray
101945,B12A,11/6/2010,12:00 AM,TBS(H),2706,Clark-Hodge,2978,Mah-Rosenblum
101946,B12A,11/13/2010,12:00 AM,F1,2672,Thistle-Munro,2720,RYSA-Kilday
101947,B12A,11/13/2010,12:00 AM,F1,2763,WClass-Tambi,2880,Amer-Haynes
101948,B12A,11/13/2010,12:00 AM,F1,2706,Clark-Hodge,2951,GRock-Ray
101949,B12A,11/13/2010,12:00 AM,F1,2657,WBG-Minnocci,3046,Mont-Obaditch
101950,B12A,11/13/2010,12:00 AM,F1,2978,Mah-Rosenblum,3185,DenLi-Mauricio
101951,B12A,11/20/2010,12:00 AM,F1,2720,RYSA-Kilday,2657,WBG-Minnocci
101952,B12A,11/20/2010,12:00 AM,F1,2842,Mar-Edwards,2672,Thistle-Munro
101953,B12A,11/20/2010,12:00 AM,F1,2880,Amer-Haynes,2706,Clark-Hodge
101954,B12A,11/20/2010,12:00 AM,F1,3046,Mont-Obaditch,2763,WClass-Tambi
101955,B12A,11/20/2010,12:00 AM,F1,2951,GRock-Ray,3185,DenLi-Mauricio
101956,B12BB,9/11/2010,12:00 AM,F1,2637,FLAS-Joyce,2484,Wald-Reynolds
101957,B12BB,9/11/2010,12:00 AM,F1,2911,RV-Meyer,2574,Torp-Print
101958,B12BB,9/11/2010,12:00 AM,F1,2757,Iron-Fernandes,3124,NoVal-Jamgot
101959,B12BB,9/18/2010,12:00 AM,TBS(H),2757,Iron-Fernandes,2484,Wald-Reynolds
101960,B12BB,9/18/2010,12:00 AM,F1,3124,NoVal-Jamgot,2574,Torp-Print
101961,B12BB,9/18/2010,12:00 AM,TBS(V),2637,FLAS-Joyce,2911,RV-Meyer
101962,B12BB,9/25/2010,12:00 AM,F1,2637,FLAS-Joyce,2574,Torp-Print
101963,B12BB,9/25/2010,12:00 AM,F1,2911,RV-Meyer,2757,Iron-Fernandes
101964,B12BB,9/25/2010,12:00 AM,F1,2484,Wald-Reynolds,3124,NoVal-Jamgot
101965,B12BB,10/2/2010,12:00 AM,F1,3124,NoVal-Jamgot,2637,FLAS-Joyce
101966,B12BB,10/2/2010,12:00 AM,F1,2574,Torp-Print,2757,Iron-Fernandes
101967,B12BB,10/2/2010,12:00 AM,F1,2484,Wald-Reynolds,2911,RV-Meyer
101968,B12BB,10/16/2010,12:00 AM,F1,2574,Torp-Print,2484,Wald-Reynolds
101969,B12BB,10/16/2010,12:00 AM,F1,2757,Iron-Fernandes,2637,FLAS-Joyce
101970,B12BB,10/16/2010,12:00 AM,F1,3124,NoVal-Jamgot,2911,RV-Meyer
101971,B12BB,10/23/2010,12:00 AM,F1,2484,Wald-Reynolds,2637,FLAS-Joyce
101972,B12BB,10/23/2010,12:00 AM,F1,3124,NoVal-Jamgot,2757,Iron-Fernandes
101973,B12BB,10/23/2010,12:00 AM,F1,2574,Torp-Print,2911,RV-Meyer
101974,B12BB,10/30/2010,12:00 AM,F1,2911,RV-Meyer,2637,FLAS-Joyce
101975,B12BB,10/30/2010,12:00 AM,F1,2484,Wald-Reynolds,2757,Iron-Fernandes
101976,B12BB,10/30/2010,12:00 AM,F1,2574,Torp-Print,3124,NoVal-Jamgot
101977,B12BB,11/6/2010,12:00 AM,F1,3124,NoVal-Jamgot,2484,Wald-Reynolds
101978,B12BB,11/6/2010,12:00 AM,TBS(V),2574,Torp-Print,2637,FLAS-Joyce
101979,B12BB,11/6/2010,12:00 AM,F1,2757,Iron-Fernandes,2911,RV-Meyer
101980,B12BB,11/13/2010,12:00 AM,F1,2911,RV-Meyer,2484,Wald-Reynolds
101981,B12BB,11/13/2010,12:00 AM,F1,2757,Iron-Fernandes,2574,Torp-Print
101982,B12BB,11/13/2010,12:00 AM,F1,2637,FLAS-Joyce,3124,NoVal-Jamgot
101983,B12BB,11/20/2010,12:00 AM,F1,2484,Wald-Reynolds,2574,Torp-Print
101984,B12BB,11/20/2010,12:00 AM,F1,2637,FLAS-Joyce,2757,Iron-Fernandes
101985,B12BB,11/20/2010,12:00 AM,F1,2911,RV-Meyer,3124,NoVal-Jamgot
101986,B12BW,9/11/2010,12:00 AM,F1,3170,Ft.Lee-Chhachhi,2688,Ten-Sujak
101987,B12BW,9/11/2010,12:00 AM,TBS(V),2896,CougSC-Majtyka,2789,Berg-Yaringano
101988,B12BW,9/11/2010,12:00 AM,F1,2793,Bay-Alcantara,2823,DenLi-Cunha
101989,B12BW,9/18/2010,12:00 AM,TBS(V),2688,Ten-Sujak,2789,Berg-Yaringano
101990,B12BW,9/18/2010,12:00 AM,F1,3170,Ft.Lee-Chhachhi,2823,DenLi-Cunha
101991,B12BW,9/18/2010,12:00 AM,F1,2793,Bay-Alcantara,2896,CougSC-Majtyka
101992,B12BW,9/25/2010,12:00 AM,F1,2823,DenLi-Cunha,2688,Ten-Sujak
